age,education_num,is_male,hours_per_week,is_us_native,had_capital_loss_or_gain,high_income,test,sex,education_simp,workclass_simp,maritalstat_simp,occupation,race,salary
35,9,1,65,1,0,1,1,Male,hs_grad,self_emp,married,Transport_moving,White,>50K
27,9,1,40,1,0,0,1,Male,hs_grad,private,single,Machine_op_inspct,White,<50K
66,6,0,38,1,0,0,1,Female,not_highschool,private,separated,Other_service,White,<50K
21,9,1,40,1,0,0,1,Male,hs_grad,private,single,Transport_moving,Black,<50K
20,10,0,18,1,0,0,1,Female,,private,single,Other_service,White,<50K
34,10,1,40,1,0,0,1,Male,,private,separated,Adm_clerical,White,<50K
63,3,0,50,0,0,0,1,Female,not_highschool,private,single,Priv_house_serv,White,<50K
20,9,1,40,1,0,0,1,Male,hs_grad,unknown,single,unknown,White,<50K
31,9,0,40,1,0,0,1,Female,hs_grad,private,separated,Tech_support,White,<50K
41,16,1,60,1,1,0,1,Male,doctorate,private,married,Prof_specialty,White,<50K
64,2,1,45,0,0,0,1,Male,not_highschool,government,married,Farming_fishing,Other,<50K
32,13,0,40,1,0,0,1,Female,bachelors,private,single,Exec_managerial,White,<50K
30,9,1,50,1,0,1,1,Male,hs_grad,government,married,Transport_moving,White,>50K
36,13,1,72,1,0,0,1,Male,bachelors,self_emp,married,Farming_fishing,White,<50K
22,10,1,12,1,0,0,1,Male,,private,single,Farming_fishing,White,<50K
53,10,1,50,1,0,0,1,Male,,government,married,Exec_managerial,White,<50K
50,9,0,40,1,0,0,1,Female,hs_grad,private,separated,Adm_clerical,Amer_Indian_Eskimo,<50K
36,13,1,40,1,0,0,1,Male,bachelors,private,married,Exec_managerial,White,<50K
41,7,1,40,1,0,0,1,Male,not_highschool,self_emp,married,Exec_managerial,White,<50K
55,13,0,35,1,0,0,1,Female,bachelors,private,single,Exec_managerial,White,<50K
38,13,1,50,1,1,1,1,Male,bachelors,private,married,Sales,White,>50K
28,13,1,50,1,1,0,1,Male,bachelors,private,single,Exec_managerial,Black,<50K
24,13,0,37,1,0,0,1,Female,bachelors,government,single,Prof_specialty,White,<50K
60,10,0,40,1,0,0,1,Female,,private,separated,Adm_clerical,White,<50K
54,6,1,40,1,0,0,1,Male,not_highschool,private,married,Other_service,Black,<50K
27,9,1,60,1,0,0,1,Male,hs_grad,self_emp,married,Craft_repair,White,<50K
30,14,0,30,1,0,0,1,Female,masters,private,married,Prof_specialty,White,<50K
54,9,1,45,1,0,0,1,Male,hs_grad,private,separated,Transport_moving,White,<50K
44,10,1,40,1,1,1,1,Male,,private,married,Craft_repair,White,>50K
52,9,1,60,1,0,1,1,Male,hs_grad,private,married,Transport_moving,White,>50K
18,7,1,20,1,0,0,1,Male,not_highschool,private,single,Other_service,White,<50K
55,4,1,50,1,0,0,1,Male,,private,married,Transport_moving,White,<50K
35,13,1,50,1,0,1,1,Male,bachelors,private,married,Prof_specialty,White,>50K
37,13,0,40,1,0,1,1,Female,bachelors,private,separated,Exec_managerial,White,>50K
22,10,0,40,1,0,0,1,Female,,private,single,Adm_clerical,White,<50K
45,13,1,45,0,0,1,1,Male,bachelors,private,married,Exec_managerial,White,>50K
38,13,1,60,1,0,0,1,Male,bachelors,private,married,Farming_fishing,White,<50K
48,13,1,40,1,0,0,1,Male,bachelors,private,married,Prof_specialty,White,<50K
35,11,1,40,1,0,0,1,Male,assoc,private,married,Other_service,White,<50K
21,11,1,50,1,0,0,1,Male,assoc,private,married,Craft_repair,White,<50K
37,9,1,60,0,0,1,1,Male,hs_grad,self_emp,married,Craft_repair,Asian_Pac_Islander,>50K
18,7,1,25,1,0,0,1,Male,not_highschool,private,single,Sales,White,<50K
26,6,1,35,1,0,0,1,Male,not_highschool,private,separated,Machine_op_inspct,White,<50K
48,13,1,50,1,0,0,1,Male,bachelors,self_emp,married,Craft_repair,White,<50K
51,10,1,40,1,1,1,1,Male,,private,separated,Adm_clerical,Black,>50K
52,10,1,40,1,0,0,1,Male,,private,married,Craft_repair,White,<50K
32,13,1,40,1,0,1,1,Male,bachelors,government,married,Farming_fishing,White,>50K
39,13,1,60,1,0,0,1,Male,bachelors,self_emp,married,Other_service,White,<50K
51,13,1,40,1,0,1,1,Male,bachelors,private,married,Prof_specialty,White,>50K
54,13,1,50,1,0,0,1,Male,bachelors,private,married,Sales,White,<50K
21,10,0,25,1,0,0,1,Female,,private,single,Prof_specialty,White,<50K
43,9,0,40,1,0,0,1,Female,hs_grad,private,separated,Adm_clerical,Black,<50K
32,10,0,40,1,0,0,1,Female,,private,single,Adm_clerical,White,<50K
31,14,1,35,1,0,1,1,Male,masters,government,married,Prof_specialty,White,>50K
73,9,1,8,1,0,0,1,Male,hs_grad,unknown,married,unknown,White,<50K
26,10,1,60,0,0,0,1,Male,,private,single,Adm_clerical,Asian_Pac_Islander,<50K
35,9,1,40,1,0,0,1,Male,hs_grad,private,single,Craft_repair,White,<50K
73,3,1,54,1,0,1,1,Male,not_highschool,private,married,Exec_managerial,White,>50K
25,13,0,40,1,0,0,1,Female,bachelors,self_emp,single,Sales,White,<50K
58,11,1,65,1,1,0,1,Male,assoc,self_emp,married,Farming_fishing,White,<50K
32,9,0,37,1,0,0,1,Female,hs_grad,private,separated,Other_service,White,<50K
28,13,1,40,1,0,0,1,Male,bachelors,private,married,Prof_specialty,White,<50K
41,14,0,30,1,0,0,1,Female,masters,self_emp,single,Sales,White,<50K
53,9,1,48,1,0,0,1,Male,hs_grad,self_emp,married,Craft_repair,White,<50K
49,9,0,35,1,0,0,1,Female,hs_grad,private,separated,Adm_clerical,White,<50K
55,13,1,40,1,0,1,1,Male,bachelors,private,married,Prof_specialty,White,>50K
29,10,0,50,1,1,1,1,Female,,private,married,Adm_clerical,White,>50K
28,11,1,80,1,0,0,1,Male,assoc,self_emp,married,Farming_fishing,White,<50K
44,9,1,45,1,0,0,1,Male,hs_grad,private,married,Craft_repair,White,<50K
41,14,1,45,1,0,1,1,Male,masters,private,married,Exec_managerial,White,>50K
26,11,1,45,1,1,1,1,Male,assoc,private,married,Sales,White,>50K
23,9,1,40,1,0,1,1,Male,hs_grad,private,married,Sales,White,>50K
37,13,0,40,0,0,1,1,Female,bachelors,self_emp,married,Prof_specialty,White,>50K
23,13,1,50,1,1,1,1,Male,bachelors,private,single,Prof_specialty,White,>50K
33,10,0,40,1,0,0,1,Female,,private,single,Other_service,Black,<50K
44,9,1,40,1,0,1,1,Male,hs_grad,private,single,Craft_repair,White,>50K
21,10,1,30,1,1,0,1,Male,,private,single,Protective_serv,White,<50K
36,7,1,40,0,0,0,1,Male,not_highschool,private,married,Exec_managerial,White,<50K
44,13,1,40,1,1,0,1,Male,bachelors,government,married,Adm_clerical,White,<50K
23,9,0,40,1,0,0,1,Female,hs_grad,private,single,Other_service,Black,<50K
26,9,1,40,1,0,0,1,Male,hs_grad,private,separated,Exec_managerial,White,<50K
32,3,1,40,0,0,0,1,Male,not_highschool,private,single,Other_service,White,<50K
31,10,1,40,1,0,1,1,Male,,private,married,Handlers_cleaners,White,>50K
50,9,0,35,1,1,0,1,Female,hs_grad,government,separated,Exec_managerial,Black,<50K
18,10,0,20,1,0,0,1,Female,,self_emp,single,Adm_clerical,White,<50K
49,13,1,50,1,0,1,1,Male,bachelors,private,married,Exec_managerial,White,>50K
59,9,0,40,1,0,0,1,Female,hs_grad,private,separated,Other_service,White,<50K
38,9,0,28,1,0,0,1,Female,hs_grad,private,separated,Machine_op_inspct,Black,<50K
50,10,1,55,1,0,0,1,Male,,self_emp,married,Sales,White,<50K
51,10,1,55,1,1,0,1,Male,,self_emp,married,Craft_repair,White,<50K
22,10,1,35,1,0,0,1,Male,,private,single,Machine_op_inspct,Asian_Pac_Islander,<50K
54,9,0,40,1,0,1,1,Female,hs_grad,private,married,Machine_op_inspct,White,>50K
37,9,1,40,1,0,0,1,Male,hs_grad,private,single,Transport_moving,White,<50K
31,13,1,60,1,0,0,1,Male,bachelors,private,separated,Adm_clerical,White,<50K
67,13,1,40,1,0,0,1,Male,bachelors,government,married,Exec_managerial,White,<50K
43,7,1,40,1,0,0,1,Male,not_highschool,unknown,separated,unknown,White,<50K
21,10,0,40,1,0,0,1,Female,,private,single,Exec_managerial,White,<50K
30,9,0,40,1,0,0,1,Female,hs_grad,private,single,Adm_clerical,White,<50K
32,10,1,50,0,0,0,1,Male,,government,married,Protective_serv,White,<50K
36,11,1,40,1,0,0,1,Male,assoc,private,single,Craft_repair,Asian_Pac_Islander,<50K
33,13,1,40,1,0,0,1,Male,bachelors,government,single,Adm_clerical,Black,<50K
37,9,1,56,1,0,0,1,Male,hs_grad,private,married,Craft_repair,White,<50K
29,15,1,48,1,1,1,1,Male,prof_school,private,married,Prof_specialty,White,>50K
18,10,1,30,1,0,0,1,Male,,unknown,single,unknown,White,<50K
26,10,1,40,0,0,0,1,Male,,private,single,Sales,Black,<50K
51,4,1,40,1,0,0,1,Male,,private,married,Prof_specialty,White,<50K
39,9,1,40,0,0,0,1,Male,hs_grad,private,married,Machine_op_inspct,White,<50K
18,9,1,30,1,0,0,1,Male,hs_grad,private,single,Other_service,White,<50K
52,8,1,40,1,1,0,1,Male,not_highschool,private,married,Machine_op_inspct,White,<50K
31,10,1,40,0,0,0,1,Male,,private,married,Farming_fishing,White,<50K
45,13,1,53,1,1,1,1,Male,bachelors,private,married,Exec_managerial,White,>50K
38,10,1,38,1,0,0,1,Male,,private,married,Machine_op_inspct,White,<50K
21,12,0,35,1,0,0,1,Female,assoc,private,single,Sales,White,<50K
33,9,1,40,1,0,0,1,Male,hs_grad,private,separated,Handlers_cleaners,White,<50K
39,10,1,40,1,0,0,1,Male,,private,separated,Craft_repair,White,<50K
31,9,1,40,1,0,0,1,Male,hs_grad,private,married,Machine_op_inspct,White,<50K
43,13,1,50,1,1,1,1,Male,bachelors,private,married,Exec_managerial,White,>50K
64,13,1,10,1,1,0,1,Male,bachelors,unknown,married,unknown,White,<50K
33,13,1,45,1,1,1,1,Male,bachelors,self_emp,married,Exec_managerial,White,>50K
49,9,1,60,1,0,0,1,Male,hs_grad,self_emp,married,Farming_fishing,White,<50K
41,9,1,40,1,0,0,1,Male,hs_grad,private,married,Machine_op_inspct,White,<50K
55,10,1,40,1,0,0,1,Male,,self_emp,separated,Machine_op_inspct,White,<50K
52,10,0,37,1,0,0,1,Female,,private,separated,Adm_clerical,Black,<50K
42,13,1,40,1,0,0,1,Male,bachelors,private,separated,Prof_specialty,Black,<50K
24,10,0,30,1,0,0,1,Female,,private,single,Adm_clerical,White,<50K
42,9,1,52,1,0,0,1,Male,hs_grad,private,married,Adm_clerical,White,<50K
41,13,1,40,1,1,1,1,Male,bachelors,government,married,Exec_managerial,White,>50K
35,9,1,40,0,0,0,1,Male,hs_grad,private,married,Machine_op_inspct,White,<50K
71,3,1,10,1,0,0,1,Male,not_highschool,unknown,married,unknown,White,<50K
54,14,1,42,1,0,1,1,Male,masters,government,separated,Exec_managerial,White,>50K
24,3,1,40,0,0,0,1,Male,not_highschool,private,single,Handlers_cleaners,White,<50K
59,9,0,40,1,0,0,1,Female,hs_grad,unknown,separated,unknown,Black,<50K
30,7,0,40,1,0,0,1,Female,not_highschool,unknown,single,unknown,Black,<50K
57,13,0,40,1,0,1,1,Female,bachelors,government,married,Exec_managerial,White,>50K
58,14,1,40,1,1,1,1,Male,masters,government,married,Exec_managerial,White,>50K
32,9,1,40,1,0,0,1,Male,hs_grad,private,single,Other_service,Black,<50K
22,9,0,25,1,1,0,1,Female,hs_grad,private,single,Sales,White,<50K
20,9,0,25,1,0,0,1,Female,hs_grad,private,separated,Other_service,White,<50K
60,13,1,40,1,0,0,1,Male,bachelors,unknown,married,unknown,White,<50K
51,9,0,40,0,0,0,1,Female,hs_grad,private,separated,Prof_specialty,Black,<50K
26,9,0,20,0,0,0,1,Female,hs_grad,government,single,Adm_clerical,Black,<50K
33,7,1,40,1,0,0,1,Male,not_highschool,private,married,Craft_repair,White,<50K
19,6,0,40,1,0,0,1,Female,not_highschool,private,single,Sales,White,<50K
50,9,0,20,1,1,1,1,Female,hs_grad,self_emp,married,Other_service,White,>50K
32,9,1,40,1,0,0,1,Male,hs_grad,private,married,Sales,White,<50K
51,13,1,40,1,0,1,1,Male,bachelors,government,married,Transport_moving,Black,>50K
18,10,0,20,1,0,0,1,Female,,private,single,Sales,Asian_Pac_Islander,<50K
35,14,1,50,1,0,1,1,Male,masters,government,married,Exec_managerial,White,>50K
22,10,1,25,1,1,0,1,Male,,unknown,separated,unknown,White,<50K
46,9,1,55,1,0,0,1,Male,hs_grad,private,separated,Craft_repair,White,<50K
37,9,1,45,1,0,0,1,Male,hs_grad,private,separated,Sales,White,<50K
45,10,0,20,1,1,1,1,Female,,private,married,Adm_clerical,White,>50K
63,5,1,32,1,0,0,1,Male,,private,married,Handlers_cleaners,White,<50K
53,9,1,10,0,0,0,1,Male,hs_grad,private,single,Other_service,Asian_Pac_Islander,<50K
24,9,0,40,1,0,0,1,Female,hs_grad,private,single,Adm_clerical,Black,<50K
65,7,1,29,1,0,0,1,Male,not_highschool,unknown,married,unknown,White,<50K
43,12,0,32,0,0,1,1,Female,assoc,private,single,Prof_specialty,White,>50K
47,9,1,40,1,0,0,1,Male,hs_grad,private,married,Machine_op_inspct,White,<50K
41,9,0,40,1,0,0,1,Female,hs_grad,private,single,Exec_managerial,White,<50K
27,9,1,40,1,1,0,1,Male,hs_grad,private,separated,Machine_op_inspct,White,<50K
35,9,1,75,1,0,0,1,Male,hs_grad,self_emp,married,Exec_managerial,Black,<50K
19,10,0,24,1,0,0,1,Female,,private,single,Adm_clerical,White,<50K
47,10,0,35,1,0,0,1,Female,,private,separated,Other_service,White,<50K
25,13,0,40,1,1,0,1,Female,bachelors,government,single,Adm_clerical,Black,<50K
59,15,1,40,1,0,1,1,Male,prof_school,government,married,Exec_managerial,White,>50K
28,6,0,40,1,0,0,1,Female,not_highschool,private,single,Machine_op_inspct,White,<50K
17,6,0,20,1,0,0,1,Female,not_highschool,private,single,Sales,White,<50K
21,10,1,50,0,1,0,1,Male,,private,single,Exec_managerial,Asian_Pac_Islander,<50K
31,9,0,40,0,0,0,1,Female,hs_grad,private,separated,Sales,Other,<50K
49,9,0,40,1,0,0,1,Female,hs_grad,private,separated,Handlers_cleaners,White,<50K
48,14,1,50,1,1,1,1,Male,masters,government,married,Prof_specialty,White,>50K
60,16,1,20,1,0,0,1,Male,doctorate,self_emp,separated,Sales,White,<50K
33,8,1,40,1,0,0,1,Male,not_highschool,self_emp,single,Transport_moving,White,<50K
40,9,1,40,1,0,0,1,Male,hs_grad,private,married,Craft_repair,White,<50K
42,10,1,52,1,0,0,1,Male,,private,married,Craft_repair,White,<50K
34,9,1,40,1,1,0,1,Male,hs_grad,private,married,Transport_moving,White,<50K
38,11,1,52,1,0,0,1,Male,assoc,government,separated,Adm_clerical,Black,<50K
58,10,1,70,1,0,1,1,Male,,self_emp,married,Exec_managerial,White,>50K
20,10,0,40,0,0,0,1,Female,,private,single,Adm_clerical,White,<50K
52,10,0,55,1,0,0,1,Female,,private,separated,Sales,White,<50K
22,10,1,40,1,0,0,1,Male,,government,married,Protective_serv,White,<50K
24,13,1,35,1,0,1,1,Male,bachelors,private,married,Farming_fishing,White,>50K
39,9,0,40,0,0,0,1,Female,hs_grad,private,separated,Machine_op_inspct,White,<50K
41,14,1,55,1,1,1,1,Male,masters,private,married,Exec_managerial,White,>50K
37,10,1,30,1,0,0,1,Male,,unknown,married,unknown,White,<50K
56,5,1,40,1,1,0,1,Male,,private,married,Craft_repair,White,<50K
21,9,0,40,1,0,0,1,Female,hs_grad,private,single,Other_service,White,<50K
29,9,0,25,1,0,0,1,Female,hs_grad,private,separated,Sales,White,<50K
45,11,1,10,1,0,0,1,Male,assoc,private,separated,Other_service,White,<50K
44,10,1,80,1,0,1,1,Male,,government,married,Protective_serv,White,>50K
54,14,1,45,1,0,1,1,Male,masters,private,married,Prof_specialty,White,>50K
24,10,1,40,1,1,0,1,Male,,private,single,Craft_repair,White,<50K
40,13,1,50,1,0,0,1,Male,bachelors,private,married,Exec_managerial,White,<50K
43,13,1,60,1,1,1,1,Male,bachelors,government,single,Prof_specialty,White,>50K
20,10,1,16,1,0,0,1,Male,,unknown,single,unknown,White,<50K
41,7,0,40,1,0,0,1,Female,not_highschool,self_emp,separated,Other_service,White,<50K
32,11,0,40,1,0,0,1,Female,assoc,private,separated,Adm_clerical,White,<50K
31,13,0,25,0,0,0,1,Female,bachelors,private,married,Adm_clerical,White,<50K
26,9,1,40,1,0,0,1,Male,hs_grad,private,separated,Adm_clerical,White,<50K
50,13,1,40,1,0,1,1,Male,bachelors,government,married,Craft_repair,White,>50K
62,11,1,40,1,1,0,1,Male,assoc,self_emp,married,Exec_managerial,White,<50K
24,9,1,45,1,1,0,1,Male,hs_grad,private,married,Other_service,White,<50K
58,13,1,65,1,0,1,1,Male,bachelors,private,separated,Exec_managerial,White,>50K
44,10,1,40,1,0,1,1,Male,,self_emp,married,Craft_repair,White,>50K
44,8,1,40,1,0,0,1,Male,not_highschool,private,separated,Other_service,White,<50K
37,10,1,50,1,0,1,1,Male,,self_emp,married,Transport_moving,White,>50K
65,4,1,40,1,1,0,1,Male,,self_emp,single,Farming_fishing,White,<50K
33,9,1,40,1,0,1,1,Male,hs_grad,private,married,Craft_repair,White,>50K
34,9,0,37,0,0,0,1,Female,hs_grad,unknown,married,unknown,Asian_Pac_Islander,<50K
56,14,1,60,1,0,1,1,Male,masters,self_emp,married,Prof_specialty,White,>50K
35,14,1,48,1,1,1,1,Male,masters,private,married,Exec_managerial,White,>50K
33,13,1,40,1,1,0,1,Male,bachelors,private,single,Prof_specialty,White,<50K
35,13,1,48,1,0,0,1,Male,bachelors,private,married,Tech_support,White,<50K
47,10,0,60,1,0,0,1,Female,,self_emp,married,Exec_managerial,White,<50K
35,5,1,96,1,0,0,1,Male,,self_emp,married,Craft_repair,Amer_Indian_Eskimo,<50K
56,10,0,40,1,0,0,1,Female,,private,separated,Sales,White,<50K
29,14,1,40,1,0,0,1,Male,masters,self_emp,single,Prof_specialty,White,<50K
53,15,1,50,0,1,1,1,Male,prof_school,self_emp,married,Prof_specialty,Asian_Pac_Islander,>50K
42,11,0,25,1,0,0,1,Female,assoc,private,separated,Sales,Black,<50K
20,10,0,40,1,0,0,1,Female,,unknown,single,unknown,Black,<50K
24,13,1,50,0,0,0,1,Male,bachelors,private,single,Tech_support,White,<50K
33,9,1,40,1,0,0,1,Male,hs_grad,private,married,Machine_op_inspct,White,<50K
42,6,1,45,1,0,0,1,Male,not_highschool,private,married,Sales,White,<50K
38,10,1,50,1,1,1,1,Male,,government,married,Protective_serv,White,>50K
32,9,1,40,1,0,0,1,Male,hs_grad,private,single,Machine_op_inspct,White,<50K
20,4,1,20,1,0,0,1,Male,,self_emp,single,Craft_repair,White,<50K
32,9,1,50,1,0,0,1,Male,hs_grad,private,married,Craft_repair,White,<50K
28,10,1,40,1,0,1,1,Male,,government,married,Protective_serv,White,>50K
51,9,1,55,1,0,1,1,Male,hs_grad,private,married,Craft_repair,White,>50K
41,9,1,30,1,0,0,1,Male,hs_grad,government,single,Other_service,White,<50K
37,12,0,50,1,0,0,1,Female,assoc,government,married,Other_service,Black,<50K
23,9,0,40,1,0,0,1,Female,hs_grad,private,married,Other_service,White,<50K
40,9,1,40,1,0,0,1,Male,hs_grad,private,married,Craft_repair,White,<50K
47,6,1,40,1,0,0,1,Male,not_highschool,private,married,Machine_op_inspct,White,<50K
46,9,1,50,1,0,0,1,Male,hs_grad,self_emp,married,Exec_managerial,White,<50K
24,13,1,40,1,0,0,1,Male,bachelors,private,single,Sales,White,<50K
40,9,0,28,1,0,0,1,Female,hs_grad,private,separated,Machine_op_inspct,Black,<50K
30,9,1,60,0,0,0,1,Male,hs_grad,self_emp,married,Machine_op_inspct,Asian_Pac_Islander,<50K
41,15,0,52,1,0,1,1,Female,prof_school,government,separated,Prof_specialty,Other,>50K
37,13,0,45,1,0,1,1,Female,bachelors,government,married,Adm_clerical,Black,>50K
49,9,1,40,0,0,0,1,Male,hs_grad,government,married,Transport_moving,Asian_Pac_Islander,<50K
41,13,0,50,1,0,1,1,Female,bachelors,government,married,Exec_managerial,Black,>50K
52,11,1,35,1,0,0,1,Male,assoc,government,married,Exec_managerial,White,<50K
23,10,1,50,1,0,0,1,Male,,private,single,Sales,White,<50K
34,9,0,40,1,1,0,1,Female,hs_grad,private,separated,Craft_repair,Black,<50K
25,13,0,40,1,1,1,1,Female,bachelors,government,single,Exec_managerial,White,>50K
44,9,1,45,1,0,1,1,Male,hs_grad,self_emp,married,Craft_repair,White,>50K
31,9,1,33,1,0,0,1,Male,hs_grad,government,separated,Prof_specialty,White,<50K
53,13,0,40,1,0,0,1,Female,bachelors,private,separated,Adm_clerical,White,<50K
62,9,1,50,1,0,0,1,Male,hs_grad,private,married,Exec_managerial,White,<50K
35,13,1,55,1,1,0,1,Male,bachelors,private,single,Exec_managerial,White,<50K
30,13,1,40,1,0,0,1,Male,bachelors,government,single,Prof_specialty,White,<50K
48,9,0,40,1,0,1,1,Female,hs_grad,government,married,Adm_clerical,White,>50K
36,13,0,40,1,0,1,1,Female,bachelors,private,single,Prof_specialty,White,>50K
32,7,1,33,1,0,0,1,Male,not_highschool,private,separated,Other_service,White,<50K
22,10,0,28,1,0,0,1,Female,,private,single,Priv_house_serv,White,<50K
17,7,1,40,1,0,0,1,Male,not_highschool,unknown,single,unknown,White,<50K
19,9,0,40,1,0,0,1,Female,hs_grad,private,single,Prof_specialty,White,<50K
26,9,0,40,1,0,0,1,Female,hs_grad,private,single,Adm_clerical,White,<50K
20,10,1,40,1,0,0,1,Male,,unknown,single,unknown,White,<50K
56,10,1,35,1,0,1,1,Male,,government,married,Exec_managerial,White,>50K
45,4,0,21,1,0,0,1,Female,,private,separated,Other_service,White,<50K
23,10,0,40,0,0,0,1,Female,,private,single,Adm_clerical,Asian_Pac_Islander,<50K
31,9,1,40,1,0,0,1,Male,hs_grad,private,separated,Handlers_cleaners,White,<50K
30,7,0,8,1,0,0,1,Female,not_highschool,private,single,Sales,White,<50K
42,9,1,35,1,1,0,1,Male,hs_grad,private,married,Handlers_cleaners,White,<50K
27,15,1,60,1,0,0,1,Male,prof_school,government,married,Prof_specialty,White,<50K
37,13,1,50,1,0,1,1,Male,bachelors,private,married,Exec_managerial,White,>50K
31,9,1,60,1,0,0,1,Male,hs_grad,private,single,Machine_op_inspct,White,<50K
33,13,0,40,1,0,0,1,Female,bachelors,private,separated,Prof_specialty,White,<50K
64,1,1,40,0,0,0,1,Male,not_highschool,private,married,Handlers_cleaners,Asian_Pac_Islander,<50K
32,9,0,40,1,0,0,1,Female,hs_grad,private,separated,Other_service,White,<50K
62,9,1,40,1,1,1,1,Male,hs_grad,unknown,married,unknown,White,>50K
37,10,1,40,1,0,0,1,Male,,private,married,Craft_repair,White,<50K
25,7,1,40,1,0,0,1,Male,not_highschool,private,married,Transport_moving,White,<50K
49,9,1,40,1,1,0,1,Male,hs_grad,private,married,Adm_clerical,White,<50K
36,13,1,40,1,1,1,1,Male,bachelors,private,married,Prof_specialty,White,>50K
67,10,1,15,1,1,0,1,Male,,private,married,Handlers_cleaners,White,<50K
54,9,1,40,1,0,1,1,Male,hs_grad,private,married,Handlers_cleaners,White,>50K
45,16,0,40,1,0,1,1,Female,doctorate,government,single,Prof_specialty,White,>50K
30,10,1,40,1,0,0,1,Male,,private,single,Craft_repair,White,<50K
39,9,0,40,1,0,0,1,Female,hs_grad,government,married,Protective_serv,White,<50K
57,6,0,20,1,0,0,1,Female,not_highschool,private,separated,Other_service,Amer_Indian_Eskimo,<50K
57,6,1,40,1,0,0,1,Male,not_highschool,private,single,Other_service,White,<50K
23,9,1,40,1,0,0,1,Male,hs_grad,self_emp,married,Farming_fishing,White,<50K
49,9,1,40,0,0,0,1,Male,hs_grad,government,married,Other_service,White,<50K
46,13,1,10,1,0,1,1,Male,bachelors,government,married,Prof_specialty,White,>50K
41,13,0,43,1,0,0,1,Female,bachelors,government,single,Tech_support,White,<50K
44,11,1,45,1,0,0,1,Male,assoc,private,married,Tech_support,White,<50K
25,13,0,30,1,1,0,1,Female,bachelors,private,single,Other_service,White,<50K
34,13,1,45,1,0,1,1,Male,bachelors,government,married,Craft_repair,Black,>50K
24,13,1,25,1,0,0,1,Male,bachelors,private,single,Sales,White,<50K
32,13,0,45,1,0,0,1,Female,bachelors,private,single,Exec_managerial,White,<50K
27,9,1,50,1,0,1,1,Male,hs_grad,government,married,Tech_support,White,>50K
67,8,1,40,0,0,0,1,Male,not_highschool,private,married,Machine_op_inspct,Black,<50K
36,9,1,40,1,0,0,1,Male,hs_grad,private,married,Craft_repair,White,<50K
40,10,1,48,1,1,0,1,Male,,private,separated,Exec_managerial,White,<50K
24,9,1,40,1,0,0,1,Male,hs_grad,private,married,Transport_moving,White,<50K
46,13,1,40,1,1,1,1,Male,bachelors,private,married,Sales,White,>50K
44,9,0,38,1,0,0,1,Female,hs_grad,government,separated,Adm_clerical,White,<50K
23,10,1,40,1,0,1,1,Male,,self_emp,married,Craft_repair,White,>50K
46,15,1,90,1,0,0,1,Male,prof_school,private,single,Prof_specialty,White,<50K
31,11,1,40,1,0,0,1,Male,assoc,private,single,Tech_support,White,<50K
21,10,1,40,1,0,0,1,Male,,government,married,Protective_serv,Black,<50K
61,9,1,40,1,0,1,1,Male,hs_grad,private,married,Craft_repair,White,>50K
71,9,1,15,1,0,0,1,Male,hs_grad,self_emp,married,Farming_fishing,White,<50K
42,13,1,40,1,0,1,1,Male,bachelors,private,married,Exec_managerial,White,>50K
27,10,1,5,1,0,0,1,Male,,unknown,married,unknown,Black,<50K
21,10,0,16,1,0,0,1,Female,,government,single,Other_service,White,<50K
21,1,1,25,0,0,0,1,Male,not_highschool,private,single,Farming_fishing,White,<50K
28,13,0,60,1,1,0,1,Female,bachelors,government,separated,Prof_specialty,White,<50K
27,12,0,37,1,0,0,1,Female,assoc,government,single,Prof_specialty,Black,<50K
32,10,0,25,1,1,0,1,Female,,private,single,Other_service,White,<50K
47,9,1,40,1,0,0,1,Male,hs_grad,private,separated,Handlers_cleaners,White,<50K
22,12,1,35,0,0,0,1,Male,assoc,private,single,Exec_managerial,White,<50K
56,9,1,40,1,0,0,1,Male,hs_grad,private,married,Tech_support,White,<50K
20,9,0,40,1,0,0,1,Female,hs_grad,private,married,Other_service,White,<50K
30,10,0,40,1,0,0,1,Female,,private,single,Sales,White,<50K
22,10,0,25,1,0,0,1,Female,,private,single,Other_service,White,<50K
28,11,1,45,1,1,1,1,Male,assoc,private,married,Craft_repair,White,>50K
50,14,1,55,1,0,1,1,Male,masters,private,married,Exec_managerial,White,>50K
66,9,0,10,1,1,0,1,Female,hs_grad,government,married,Machine_op_inspct,White,<50K
38,10,1,46,1,0,0,1,Male,,private,single,Other_service,White,<50K
62,8,1,30,1,0,0,1,Male,not_highschool,private,married,Exec_managerial,White,<50K
36,14,0,40,1,0,1,1,Female,masters,government,separated,Tech_support,White,>50K
47,6,1,35,1,0,0,1,Male,not_highschool,private,married,Craft_repair,White,<50K
25,9,1,40,1,0,0,1,Male,hs_grad,private,single,Tech_support,White,<50K
26,10,1,40,1,0,0,1,Male,,private,married,Transport_moving,White,<50K
37,7,1,40,1,0,0,1,Male,not_highschool,private,married,Farming_fishing,White,<50K
70,4,1,8,1,0,0,1,Male,,self_emp,married,Craft_repair,White,<50K
52,7,1,40,1,0,0,1,Male,not_highschool,private,married,Transport_moving,White,<50K
70,5,1,18,1,0,0,1,Male,,private,married,Exec_managerial,White,<50K
19,9,1,40,1,0,0,1,Male,hs_grad,government,single,Protective_serv,White,<50K
23,7,1,3,1,0,0,1,Male,not_highschool,private,single,Craft_repair,White,<50K
